68674274,$AMD $intc https://www.techinasia.com/intel-big-wearable-gadget-flop,2016-12-07T02:41:22Z
68673804,$AMD if $INTC buys $AMD on Trump&#39;s watch it&#39;ll be a LUL year. RIP $NVDA and $QCOM,2016-12-07T02:32:55Z
68671752,What revenue streams are we looking at here in terms of scale if $INTC uses $AMD?,2016-12-07T01:55:07Z
68671004,Intel Corp.&#39;s underweight rating reiterated at Morgan Stanley. http://www.marketbeat.com/r/746024 $INTC,2016-12-07T01:40:57Z
68668429,$AMD $INTC I don&#39;t think that this is about ISAs. There is much more in there (registers ALUs caches busses geometry engines mapper..),2016-12-07T00:56:47Z
68666019,$INTC Is AMD Licensing Radeon Graphics To Intel? http://www.forbes.com/sites/tiriasresearch/2016/12/06/is-amd-licensing-radeon-graphics-to-intel/,2016-12-07T00:22:17Z
68663986,Advanced Micro Devices Soars on Rumored Intel Deal $AMD $INTC @amd @intel http://bit.ly/2heMeL8,2016-12-06T23:52:33Z
68663168,$AMD $INTC using different #GPU instruction sets they previously licensed from #NVDA makes sense http://www.pcgamesn.com/intel/intel-licensing-amd-gpu-tech As both share X86,2016-12-06T23:40:32Z
68659530,Why Advanced Micro Devices Francesca&#39;s Holdings and Zillow Group Jumped Today $INTC $AMD $FRAN $Z $ZG http://bit.ly/061216INTC1,2016-12-06T22:49:09Z
68658732,$RPD best in class according to the recent award from Intel $INTC.,2016-12-06T22:38:45Z
68658298,$INTC Why Advanced Micro Devices Francesca&#39;s Holdings and Zillow Group Jumped Today http://www.fool.com/investing/2016/12/06/why-advanced-micro-devices-francescas-holdings-and.aspx,2016-12-06T22:33:45Z
68657443,$INTC AMD Stock Hits Six-Year High On Intel Rumors Ahead Of Zen Preview http://www.investors.com/news/technology/amd-stock-hits-six-year-high-on-intel-rumors-ahead-of-zen-preview/,2016-12-06T22:24:25Z
68654805,$INTC Intel is a 5 star dividend stock with a 3% yield: https://simplywall.st/NasdaqGS:INTC/intel/?utm_medium=stocktwits&amp;anchor=current-dividend-payout#current-dividend-payout,2016-12-06T21:56:04Z
68654089,Today&#39;s $AMD rumor involving $INTC was started by the author of this AMD hitpiece written earlier this year: http://www.hardocp.com/article/2016/05/27/from_ati_to_amd_back_journey_in_futility #pump,2016-12-06T21:48:29Z
68653787,$INTC more drives mores computers do I hear Intel benefiting from this?! Yiu betcha,2016-12-06T21:45:30Z
68653632,$INTC guess what western digital uppped guidance guess who this will effect in computers 😊💰,2016-12-06T21:44:02Z
68652369,@Jstockbrokers We like this chatter NVS is being told to buy out $DEPO $IMMU $AMD $INTC $DEPO $NVS $IPG $OMC $NFLX $CHTR $S $TMUS,2016-12-06T21:32:09Z
68651611,$AMD $INTC Rumored to have signed a deal involving AMD&#39;s Radeon graphics technology.,2016-12-06T21:25:15Z
68649139,RECAP 12/6 Chatter:$IMMU + Explore Sale$AMD + $INTC using$DEPO + $NVS$IPG $OMC - DOJ$NFLX + $CHTR TV interface$S $TMUS + Softbank Inv,2016-12-06T21:06:22Z
68648979,Why Shares of Advanced Micro Devices Jumped Today $INTC $AMD $NVDA http://bit.ly/061216AMD,2016-12-06T21:05:33Z
68645998,$INTC Why Shares of Advanced Micro Devices Jumped Today http://www.fool.com/investing/2016/12/06/why-shares-of-advanced-micro-devices-jumped-today.aspx,2016-12-06T20:50:46Z
68643671,$AMD $INTC It will be AMD Inside,2016-12-06T20:37:33Z
68643607,$AMD $intc gonna have to change the jingle to &quot;amd inside intel inside&quot;,2016-12-06T20:37:18Z
68640634,$INTC Google Apple Intel Twitter stock up on AI startups http://www.bizjournals.com/sanjose/news/2016/12/06/google-apple-intel-twitter-stock-up-on-ai-startups.html?ana=yahoo,2016-12-06T20:19:39Z
68637419,$INTC Tech Stock Roundup: Stocks React to Trump Promises http://finance.yahoo.com/news/tech-stock-roundup-stocks-react-191207263.html,2016-12-06T20:02:20Z
68631785,NFL Players Union To Trade Marketing Rights For Startup Equity http://benzinga.com/z/8777100 $INTC $NKE,2016-12-06T19:31:06Z
68631045,@snumu The evidence points to $INTC trying to catch up. Hence their acquisitions. That they don&#39;t buy $MBLY is telling: little tech value,2016-12-06T19:27:01Z
68623494,$INTC its geting ready for popMACD is crossing over.,2016-12-06T18:45:48Z
68621952,Will NVIDIA Corporation Raise Its Dividend in 2017? $NVDA $INTC $AMD $QCOM http://bit.ly/061216NVDA1,2016-12-06T18:35:57Z
68620379,$AMD I can&#39;t se $INTC giving their competitor money at this point given the pending CPU war to come.,2016-12-06T18:26:51Z
68616755,Here’s what 71 Estimize analysts believe $INTC will report for Q4 2016 revenue [Reporting 01/12 AMC]  http://www.estimize.com/intro/intc?utm_content=INTC&amp;utm_medium=eps_update&amp;utm_source=stocktwits#chart=historical,2016-12-06T18:04:09Z
68616066,$INTC Will NVIDIA Corporation Raise Its Dividend in 2017? http://www.fool.com/investing/2016/12/06/will-nvidia-corporation-raise-its-dividend-in-2017.aspx,2016-12-06T17:59:31Z
