id,text,date
1.24E+18,"$spy need to break last week highs for bulls , belpw bears will try their best! $fb keeps holding support(posted chart last week) ",3/30/20 16:04
1.24E+18,$FB In Post Virus World Everybody will be advertising only on Facebook and Google. ,3/30/20 16:01
1.24E+18,$NSPX just paid for their European Patent March 27th! #Coronavirus shhhhh $MU $TWTR $FB $BCRX $SPY $CLDR $GEMP $MVIS $RVLT $ISR $TSLA $AAPL $WMT $UVXY $TZA $MNKD $ZM $AUPH $ACAD $APDN $FCEL $SIRI $MRNA $FB $OPGN $SIF $CLSD $APT $CYCN $CODX $CLSD $INO $AYTU $RTTR $TXNP $COCP,3/30/20 16:00
1.24E+18,"Both are selling at a discount, but which #tech #stock is a better buy? #Facebook or #Amazon? #investing #ecommerce #socialmedia #cloudcomputing #COVID19 #Coronavirus #AWS #streamingvideo #streamingmusic @themotleyfool #stocks $AMZN $FB $^GSPC ",3/30/20 15:56
1.24E+18,$BAC $GE $BMY $MRK $F $AAPL $RIG $T $JPM $FB $NFLX $ACIA $PFE $BSX $QQQ $SPY $CAT $HD $BABA $GS #trading #futures #stockmarket #financialfreedom #equities #daytrader #money #traders #derivatives #trader #podcast #investments #finance #makemoney #tradingfutures #financeblogger,3/30/20 15:55
1.24E+18,"Today Top Flow in #StockMarket, Buy Flow and Sell Flow. $AMZN $LQD $MSFT $SPY $QQQ $TQQQ $GOOGL $ZM $FB $VEA $ABT $AAPL $BA $BAC $AGG $BND $VTV $TSLA $DIS $QUS https://apple.co/2XZuTYw",3/30/20 15:54
1.24E+18,Love this barbell approach in this market.. I have added to blue chips $MSFT $GOOG $FB.. sprinkled in a little low risk $TTWO $SQ $DBX.. and a little bit of lower med risk $WU $WBA $MIME,3/30/20 15:46
1.24E+18,We help traders make sense of the financial markets. Less stressful profitable trades always $SPY $PTON $CCJ $PINS $APT $INO $RH $FB $ROKU @OptionsPastor,3/30/20 15:46
1.24E+18,$FB Morgan Stanley Maintains to Overweight : PT $185.00 https://stockhoot.com/ExtSymbol.aspx?from=AnalystRatingTweet&amp;symbol=FB&amp;t=868&amp;Social=Twitter,3/30/20 15:42
1.24E+18,$FB return to normal play $TWTR,3/30/20 15:42
1.24E+18,$NSPX just paid 4 their European Patent March 27th! $spy $vrus $vyst $siml $amzn $cbbt $goog $laho $tsla $qqq $erbb $cwnr $fb $sbux $spx $f $msft $jaco $ttcm $bynd $cur $carb $hbio $twtr $gsb $powi $mhk $manh $amrn $kblb $pctl $alpp $xrp $obln $aapl $c $Tsla $fb $s $f $t $acas,3/30/20 15:41
1.24E+18,$NSPX huge patent just filed #BIOTECH #Coronavirus $IWM $BA $ADBE $CRM $CMG $BYND $CGC $CRON $ADSK $ADI $AUPH $ARWR $BBY $BOX $BMY $DE $CVNA $DKS $CCXI $TLT $GLD $KRE $SMH $LRCX $ROKU $FB $SHOP $TSLA $EXPE $BKNG $ADBE $UBER $SPLK $DIA $SCHW $MCD $JNJ $NKE $DLTR $WMT $TGT $HD,3/30/20 15:37
1.24E+18,#Trading @robinhoodapp can #LOSE BIG due to their #outage from time to time #robinhood #robinhooddown #robinhoodoutage $SPY $QQQ $DIA $AAPL $MSFT $FB $SBUX $TSLA $COST $JPM $PFE $DIS $TWTR $JPM $AMZN $CAT $MA $SPCE $LYFT $MCD $INTC $GOOG $MFA $BYND $QCOM $NFLX #coronavirustruth,3/30/20 15:37
1.24E+18,$FB ,3/30/20 15:34
1.24E+18,$DIS $NFLX $FB $TWTR: Disney’s (DIS) Parks to Remain Shut on Coronavirus Woes: https://www.StockNewsWires.com/dis-nflx-fb-twtr-disneys-dis-parks-to-remain-shut-on-coronavirus-woes/,3/30/20 15:33
1.24E+18,Facebook $FB PT Lowered to $226.00 at UBS Group ,3/30/20 15:31
1.24E+18,FAANG Names looking good $AMZN $FB $NFLX etc. Slow push to upside so far.,3/30/20 15:31
1.24E+18,Tech is where the money is flowing today $FB $NFLX $AMZN $AAPl $QQQ,3/30/20 15:31
1.24E+18,Facebook $FB PT Lowered to $226.00 at UBS Group http://zolmax.com/?p=3854355,3/30/20 15:30
1.24E+18,$ABT basically the king of #coronavirus testing. Trump mentioned it like 20times this morning. Results in 5 mins. How is this not $100 yet? $SPY $MSFT $AMZN $FB $SBUX $JPM $CMG $JNJ $BABA $NKE $CCL $UNH $NVDA $DIS $VZ $TSLA $QQQ $MSI $WMT $NOW $NFLX $DECK $MELI $BKNG $PLNT $BA,3/30/20 15:30
1.24E+18,$FB - Facebook's Fact Checkers Fight Surge in Fake Coronavirus Claims ,3/30/20 15:30
1.24E+18,$FB: Facebook’s Fact Checkers Fight Surge in Fake Coronavirus Claims: https://www.StockNewsWires.com/fb-facebooks-fact-checkers-fight-surge-in-fake-coronavirus-claims/,3/30/20 15:30
1.24E+18,$NSPX breaking 03 today. HUGE PATENT FILING JUST FOUND $spy $vrus $vyst $siml $amzn $cbbt $goog $laho $tsla $qqq $erbb $cwnr $fb $sbux $spx $f $msft $jaco $ttcm $bynd $cur $carb $hbio $twtr $gsb $powi $mhk $manh $amrn $kblb $pctl $alpp $xrp $obln $aapl $c $Tsla $fb $s $f $t $acas,3/30/20 15:27
1.24E+18,$FB ,3/30/20 15:26
1.24E+18,"Crazy how much red I see on my screens with DOW, Nasdaq, S&P ramping higher. Rus2k didn't get the memo. $AMZN $AAPL, $MSFT, $FB all grinding higher.",3/30/20 15:25
1.24E+18,Nice little trade to the long side for $FB to fill the gap #trading #stockmarket #stocks #equities #trader #daytrade #intradaytrader https://www.tradingview.com/x/5c749HRx/ via,3/30/20 15:24
1.24E+18,$fb $twtr $dis 2021 revenue,3/30/20 15:21
1.24E+18,Bonds looking pretty good right now. Check out $TLT or $TMF. $SPX $NDX #ES_F $SPY $AAPL $BABA $NFLX $ROKU $BA $COST $MCD $WMT $FB $VIX $ZN_F $ZB_F $TLRY $LK $CCL $AAL $AL $BAC $BX,3/30/20 15:19
1.24E+18,As of this morning from 52w highs $NFLX -5% $ATVI -9% $AMZN -10% $MSFT -17% $NVDA -17% $BABA -18% $QQQ -20% $HD -21% $AAPL -23% $SPY -24% $GOOGL -26% $MA -28% $FB -28% $SBUX -33% $IWM -33% $DIS -37% $GS -37% $TWTR -44% $TSLA -48% $DAL -55% $WYNN -60% $BA -64% $UAL -68%,3/30/20 15:18
1.24E+18,$TWTR PT cut to 27 from 35 &amp; $FB PT cut 226 from 246 at UBS,3/30/20 15:18
1.24E+18,$KWBT China’s $30 Trillion Market Promise Beckons Global Wealth Firms! WOW! STRONG BUY! $CPE $ABT $ILMN $CHTR $TDG $Y $BA $IGEX $MFA $TPTW $CYDY $WDLF $HD $AMD $MU $CTYX $DECN $TOPS $AAPL $GCGX $BIEL $MSFT $TSLA $FB $AMZN $BABA $PCTL $INTC $CSCO $CCL $BLK $CSGP $ROTH,3/30/20 15:17
1.24E+18,$SPY $TSLA $FB $QQQ One day rally ,3/30/20 15:14
1.24E+18,"$NSPX #BIOTECH GEM EXTREMELY OVERSOLD/UNDERVALUED she could run 10,000% #Coronavirus $MU $TWTR $FB $BCRX $SPY $CLDR $GEMP $MVIS $RVLT $ISR $TSLA $AAPL $WMT $UVXY $TZA $MNKD $ZM $AUPH $ACAD $APDN $FCEL $SIRI $MRNA $FB $OPGN $SIF $CLSD $APT $CYCN $CODX $CLSD $INO",3/30/20 15:13
1.24E+18,$NSPX OVERSOLD #BIOTECH GETTING LOADED! #Coronavirus $SPY $SPX $QQQ $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $FB $MSFT $DIA $NDX $IWM $QCOM $GDX $DAX $BYND $TWTR $GLD $SLV $GE_F $BABA $TLT $LYFT $VXX $TVIX $VIX $XLE $XOM $JPM $GS $GOOG $DIS $IBM,3/30/20 15:12
1.24E+18,$NSPX #BIOTECH GEM at BOTTOM. CRAZY HERE #Coronavirus $PHGRF $SPY $SPX $QQQ $IWM $EVSV $FB $WRFX $AAPL $NOUV $TSLA $VXX $WOGI $AMD $PURA $CRON $IQ $NFLX $AMZN $KALY $PTI $FTEG $PHK $DNAD $CLM $CRF $GIFX $LTSN $BYOC $GMER $SIRI $PLUG $ZNGA $FCEL $HBAN $ET $IR $SWN $NLY $RIG,3/30/20 15:11
1.24E+18,Today's Most Active Options: 1. $MSFT 2. $AAPL 3. $BA 4. $BAC 5. $TSLA 6. $AMD 7. $DIS 8. $NFLX 9. $FB 10. $ABT See the full list: https://barchart.com/options/most-active/stocks?viewName=main,3/30/20 15:11
1.24E+18,Lil +$100 so far today. Prob should sell $FB $HEAR $GE,3/30/20 15:10
1.24E+18,$NSPX UNKNOWN OVERSOLD #BIOTECH #CANCER GEM. Shhhh $spy $vrus $vyst $siml $amzn $cbbt $goog $laho $tsla $qqq $erbb $cwnr $fb $sbux $spx $f $msft $jaco $ttcm $bynd $cur $carb $hbio $twtr $gsb $powi $mhk $manh $amrn $kblb $pctl $alpp $xrp $obln $aapl $c $Tsla $fb $s $f $t $acas,3/30/20 15:09
1.24E+18,#options flow stream update $AMZN $FB $BA $SPX $VIX $SPY #OptionsTrading https://apple.co/2XZuTYw,3/30/20 15:09
1.24E+18,MAJOR CONTRACTS EXPECTED SOON https://investorshub.advfn.com/boards/read_msg.aspx?message_id=154657420 $PCTL $AMRN $DECN $ARYC $IPIX $EWLL $KNOS $COOP $NWBO $GRPS $CPE $AVXL $AYTU $KWBT $FNMA $KBLB $SOLI $CTYX $TPTW $VRUS $BIEL $PRED $INO $PASO $RELI $CLSI $RMSL $IBIO $FUNN $DBMM $COST $WMT $FB $TGT,3/30/20 15:08
1.24E+18,$NSPX #BIOTECH #CANCER stock EXTREMELY OVERSOLD $IWM $BA $ADBE $CRM $CMG $BYND $CGC $CRON $ADSK $ADI $AUPH $ARWR $BBY $BOX $BMY $DE $CVNA $DKS $CCXI $TLT $GLD $KRE $SMH $LRCX $ROKU $FB $SHOP $TSLA $EXPE $BKNG $ADBE $UBER $SPLK $DIA $SCHW $MCD $JNJ $NKE $DLTR $WMT $TGT $HD,3/30/20 15:08
1.24E+18,$NSPX EXTREMELY OVERSOLD #BIOTECH #cancer stock.too easy $spx $es_f #daytrading #investing #futures $spy $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $googl $AVGO $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $JPM $dis $MCD $mo $NKE $TGT $RHT $V $gc_f $BTC,3/30/20 15:08
1.24E+18,$NSPX EXTREMELY OVERSOLD #BIOTECH #CANCER stock gonna bounce $THOR $XBIT $ARQL $FATE $ACHV $OBSV $AGIO $ABEO $RCKT $DTIL $AM $CGC $SESN $SGMO $BMY $GALT $DD $DPLO $THO $JT $JNJ $PFE $LLY $MRK $ROKU $TSLA $FB $MU $SIRI $SPY $UBER $AMZN $JPM #CRYPTO #BLOCKCHAIN #ICO #BITCOIN,3/30/20 15:07
1.24E+18,Social Distancing: Long $FB Work from home: Long $MSFT #VOD #BT Essential Meds &amp; Vaccines: Long $JNJ AND #GSK #UPR Consumer Staples (Including Condoms &amp; Hygiene products: Long #ULVR #RB #DGE #BVIC #IMB #PZC Online Purchases/Dirty Cash: Long $MA Circa 35% of my portfolio.,3/30/20 15:07
1.24E+18,$DAL It’s Way Too Early to Take a Long Position in Delta Air Lines Stock -- my article for @investorplace https://investorplace.com/2020/03/way-too-early-long-position-in-delta-air-lines-dal-stock/ $UAL $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy,3/30/20 15:04
1.24E+18,Don't miss our next FREE OPTION TRADE. Sign up for our Daily Free Trades at http://ow.ly/nSA630qrOuw $NVDA $TSLA $GS $GILD $WFM $GOOGL $FB,3/30/20 15:02
1.24E+18,$IBIO Ibio Stock Is a Long Shot That’s Only Suited for Speculators -- my article for @investorplace https://investorplace.com/2020/03/ibio-stock-is-a-long-shot-thats-only-suited-for-speculators/ $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy,3/30/20 15:02
1.24E+18,"Top #money flow today. Free stocks app http://www.mobileinteractive.com/superstocks $ABT, $AMZN, $AAPL, $MSFT, $BA, $VEA, $BAC, $GOOGL, $AGG, $ZM, $TSLA, $QQQ, $BND, $SMH, $VTI, $GOOG, $VTV, $FB, $NVDA, $TQQQ",3/30/20 15:01
1.24E+18,Notable activity on social media in the past 2 weeks $SPOT - Up $MSFT - Up $FB - Up $CSCO - Up $NVDA - Up $WEC - Up $PEP - Up $AMZN - Down $GPRO - Up $GME - Down,3/30/20 15:00
1.24E+18,$NSPX OVERSOLD #BIOTECH with cancer PATENT. $1 runner? #STOCKS #blockchain #Crypto #bitcoin #XRP #ico #startup $TWTR $DWDP $PNC $CVS $BABA $NIO $TGT $MER $MGM $TLRY $CHK $AMZN $COST $LULU $YUM $VRUS $LDSR $FB $SQ $VALE $YELP $TE $PSSI $JD $BZUN $XOM $BP $C $S $F $jpm $nvda $v,3/30/20 14:59
1.24E+18,$NSPX OVERSOLD #BIOTECH with cancer PATENT. $1 runner? #STOCKS #blockchain #Crypto #bitcoin #XRP #ico #startup $TWTR $DWDP $PNC $CVS $BABA $NIO $TGT $MER $MGM $TLRY $CHK $AMZN $COST $LULU $YUM $VRUS $LDSR $FB $SQ $VALE $YELP $TE $PSSI $JD $BZUN $XOM $BP $C $S $F $jpm $nvda $v,3/30/20 14:59
1.24E+18,"3 Big Stock Charts for Monday: General Motors, IBM, and Tupperware -- my article for @investorplace https://investorplace.com/2020/03/3-big-stock-charts-for-monday-general-motors-ibm-and-tupperware-brands/ $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $INTC $AMD #economy $GM $IBM",3/30/20 14:56
1.24E+18,"#Coronavirus #pandemic will thrust most economies into ‘deep freeze’ for up to 6 months, analyst says https://www.cnbc.com/2020/03/30/coronavirus-world-economy-in-deep-freeze-for-months-eiu-says.html?__source=sharebar|linkedin&amp;par=sharebar $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy",3/30/20 14:55
1.24E+18,‘Don't be a hero’: Why some market watchers are reluctant to call a bottom despite big rally for stocks https://business.financialpost.com/investing/it-might-be-tempting-to-call-a-market-bottom-but-history-says-otherwise $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy,3/30/20 14:55
1.24E+18,$FB been saying when the lock down is over they will retain a lot of the 50% they received in eye balls. Advertising will pickup a lot .My shops are using FB now to bring in Biz.,3/30/20 14:54
1.24E+18,"‘Selling fatigue’ has set in, but here’s why the stock market has not bottomed out yet, UBS says https://www.marketwatch.com/story/selling-fatigue-has-set-in-but-stocks-may-not-have-hit-the-bottom-just-yet-ubs-says-2020-03-30?reflink=mw_share_linkedin $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $FB $TLT $AAPL $TSLA $AMZN $NFLX $AMD $INTC #economy",3/30/20 14:54
1.24E+18,"Long-term #options I like for my #AIM investing method - $T, $MSFT, $KMI, $IBM, $KMI, $JD, $FB, $AMZN, $BABA, $MU, $ACB, $AMZN, $AAPL - free #investing book, newsletr - up 1,096% in 14 years - http://jjjinvesting.com - http://bit.ly/youryacht - not financial advice",3/30/20 14:47
1.24E+18,"Let’s put the stimulus money in perspective. $1 = 1 second 1 Million seconds = 12 Days 1 Billion seconds = 31.7 years 1 Trillion seconds = 31, 710 years 2 trillion seconds = 63, 420 years $SPY $QQQ $AMZN $AAPL $GBTC $FB $GOOGL $RCL $BA $BAC $JPM $TSLA $DIS $NFLX $AAL $T",3/30/20 14:47
1.24E+18,"Long-term #options I like for my #AIM investing method - $T, $MSFT, $KMI, $IBM, $KMI, $JD, $FB, $AMZN, $BABA, $MU, $ACB, $AMZN, $AAPL - free #investing book, newsltr - up 979% in 14 years - http://jjjinvesting.com - http://bit.ly/youryacht - not financial advice",3/30/20 14:44
1.24E+18,"Currently holding $HEAR $FB $GE on my day-trading account which equals $2,700 at the moment.. Goal is to make it to over $3000 value by Friday.",3/30/20 14:43
1.24E+18,"Look it up in the $amzn $fb #ig All of sudden, so many people are selling #mask",3/30/20 14:42
1.24E+18,$fb - Potential long trade IF and only IF price breaks above $161.00..all 4-signals will be active.. ,3/30/20 14:41
1.24E+18,#estate asset watch - most active options on Monday - $MSFT $AAPL $BA $BAC $TSLA $DIS $AMD $F $FB $ABT $AAL $CCL $UBER $ZM $DAL $NFLX $GE $TLRY $MGM $NVDA $PEP $OXY $ACB $LYFT $GILD $AMZN $JNJ $RCL $BABA $PG $FCX $UAL $TWTR $T $PM $NIO $JPM $TEVA $XOM $MU $INTC $GRPN $NCLH $SQ,3/30/20 14:41
1.24E+18,$KT files Form 6-K dividend verified https://www.sec.gov/Archives/edgar/data/892450/000119312520090264/d905880d6k.htm $AAPL $AMZN $BA $CMCSA $FB $GOOG $INTC $MSFT $NFLX $NVDA $S $T $TMUS $TSLA $VZ $WMT $XOM #wallstreet #stockmarket #stocks #valueinvesting #money #finance #investors #investing #investments #blockchain,3/30/20 14:38
1.24E+18,"$FB released a blog post about the impact of #COVID19 on the business and although it wasn't put out by IR, it reads like a pre-annoucement that ad rev is going to be below expectations. https://about.fb.com/news/2020/03/keeping-our-apps-stable-during-covid-19/",3/30/20 14:37
1.24E+18,UBS Group Lowers Facebook $FB Price Target to $226.00 http://americanbankingnews.com/?p=13997940 #stocks,3/30/20 14:34
1.24E+18,"boom!! $SPY $SPX $IWM $NFLX $AMZN $AAPL $FB $GOOG $SHOP $ES_F $JPM $V $BA $BABA $QQQ $MSFT $DIS $TSLA $ROKU $MA $V Already mentioned on Friday just for $80/month, you don't want to miss out important alerts take advantage and join today http://tinyurl.com/tzv5erq",3/30/20 14:33
1.24E+18,$FB Facebook scrambles to keep up with soaring use as employees work from home ,3/30/20 14:25
1.24E+18,Torn between news sites? Read financial news on just 1 page $MAT $PAY $FB http://www.cityfalcon.com/,3/30/20 14:25
1.24E+18,"There is an all out WAR going on in $FB at the $160 level, needs to reclaim that $160 level and use it as support, Stock is really annoying me as a laggard lately",3/30/20 14:23
1.24E+18,$FB Facebook scrambles to keep up with soaring use as employees work from home http://www.cmlviz.com/article/FB/sfchron-2020-3-29-facebook-scrambles-to-keep-up-with-soaring-use-as-employees-work-from-home.html,3/30/20 14:22
1.24E+18,"$SPY $AAPL $MSFT $AMZN $FB $NFLX all running hot this morning ... But But But, let's revisit at the close!!!",3/30/20 14:19
1.24E+18,High-return trading strategies available at Profectus Systems $AAPL $TSLA $VIX $SPY $SPX $UVXY $VXX $XIV $MSFT $AMZN $FB $INTC $GOOGL $T $VZ,3/30/20 14:17
1.24E+18,$EWJ $SNE #BULLISH #CoronavirusOutbreak Sparks +75% Increasing in #Gaming Usage $SNE #Sony PlayStation booming surprised Sony still below $100 According to $VZ Verizon https://www.playstationlifestyle.net/2020/03/18/coronavirus-gaming-usage-data-increase/ $T $CMCSA $NFLX $AMZN $DIS $GOOG $JPM $MS $SAN $FB $EWJ #StayAtHome $TMUS $S $KWEB $SE,3/30/20 14:15
1.24E+18,$KWBT Here is the 7.5 million news market cap only 2.6 million... only that order triples it. This is a 40M revenues company per year. Look at their financials ! $OTC $ALPP $GRFN $SFOR $SPOM $AAPL $MSFT $AMZN $FB $GOOGL $TSLA $AMD $SPY $DJI $NYSE $NSDQ $BTC $XRP $ETH,3/30/20 14:13
1.24E+18,$FB put out a PR. Definitely taking a hit despite higher engagement... And look at how big Expedia and Booking are of $goog sales. That’s 2 companies. $EXPE $BKNG,3/30/20 14:08
1.24E+18,http://BlackboxStocks.US The World #1 Algorithm Based Alert Service for Traders! WATCH THE PROOF $SPX $SPY $XRT $NVDA $AMZN $AMD $FB $C $GM $F $XLF $QQQ $DIA $GLD $GDX $JNUG $SNAP $PYPL $LOW $BTC $MU $GS $WMT $SBUX $HD $NFLX $TWTR $MCD $HTBX $MSFT $BABA $BYND $TSLA $S $CSCO $GOLD,3/30/20 14:03
1.24E+18,[CRAZY] #1 Trader Does What?! - https://mailchi.mp/f1331aa72165/the-option-triggers-with-1341642 $BTC $MSFT $FB $NVDA $BYND $TWLO $BKNG $AMZN $GOOGL $BIDU $BABA $DIS $AAPL $GS $TSLA $NFLX $AMD $BA $CRM $LULU $ROKU,3/30/20 13:59
1.24E+18,Screen through high rated articles for US Tech Kings at once $AAPL $GOOG $FB http://www.cityfalcon.com/watchlists?name=US%20Tech%20Giants&amp;utm_campaign=T_AT,3/30/20 13:57
1.24E+18,5 Must-Own Tech Giants to Buy If We Retest the Bottom https://bit.ly/3bzyv9I $GOOGL $AMZN $FB $MSFT $AAPL,3/30/20 13:56
1.24E+18,Not even 20 minutes into the open and we WINNING. $BA 115p 2.71 3.44 Join us for only $29/month $SPY $TSLA $AAPL $TLRY $ROKU $NFLX $AMZN $NVDA $AMD $GOOGL $FB $MU $BABA $NIO $BYND,3/30/20 13:55
1.24E+18,$KT launches all-in-one platform for #blockchain 'electronic contract-registration-storage' https://m.stock.naver.com/item/main.nhn#/stocks/030200/news/0004398212/office/014 $AAPL $AMZN $CMCSA $FB $GOOG $INTC $MSFT $NFLX $NVDA $S $T $TMUS $TSLA $VZ $WMT $XOM #wallstreet #stockmarket #stocks #valueinvesting #money #finance #investors,3/30/20 13:54
1.24E+18,"#Coronavirustruth We are about to see many margin calls..., many banks are about to call mortgage owners... Let's see what happens. $APPL $F $IBM $FB $GOOGL $GOOG $NFLX $AMZN",3/30/20 13:50
1.24E+18,"Year-to-date and as of Friday's close, $AMZN is the only one of the Fab Five still showing gain. $MSFT sports the smallest loss. $AAPL, $GOOGL and $FB are down double digits. ",3/30/20 13:50
1.24E+18,$FB #Options OI chart. Free stocks app http://www.mobileinteractive.com/superstocks,3/30/20 13:48
1.24E+18,$SBES 0.0075 this week? Reverse merger with RockySaaS / Panshi a multi billion dollar company is coming soon than later $OTC $ALPP $GRFN $SFOR $SPOM $AAPL $MSFT $AMZN $FB $GOOGL $TSLA $AMD $SPY $DJI $NYSE $NSDQ $BTC $XRP $ETH,3/30/20 13:48
1.24E+18,"Yeah, just seems odds that $FB could print a -30% revenue number are real, and will be interesting to see how market/stock behaves",3/30/20 13:46
1.24E+18,Recent $FB technical alerts: Death Cross plus 7 more alerts... ,3/30/20 13:45
1.24E+18,OOOF $fb puts off the rejection BEAUTIFUL!,3/30/20 13:44
1.24E+18,$LKSD As real as it gets BIG BOARD Stock at 055 Cents 3.26 Billion Rev 100 Mil Cash 65AS 35OS 9Mil Float CHAAARGGEEE TiGER$CHAAAAARGEE !!! 7$Book Value .20 Cent imminent Gap Fill !! $kwbt $nspx $etek $mdgc $biei $innd $stwc $aapl $fb $amd $s $tsla #Stocks #options,3/30/20 13:43
1.24E+18,$7.5M order $KWBT We could test 0.03 today $OTC $ALPP $GRFN $SFOR $SPOM $AAPL $MSFT $AMZN $FB $GOOGL $TSLA $AMD $SPY $DJI $NYSE $NSDQ $BTC $XRP $ETH,3/30/20 13:43
1.24E+18,$KT launches #RenewableEnergy certification #market https://m.stock.naver.com/item/main.nhn#/stocks/030200/news/0003716337/office/011 $AAPL $AMZN $BA $CMCSA $FB $GOOG $INTC $MSFT $NFLX $NVDA $S $T $TMUS $TSLA $VZ $WMT $XOM #wallstreet #stockmarket #stocks #valueinvesting #money #finance #investors #investing #investments #investors,3/30/20 13:42
1.24E+18,ALWAYS SELL CALLS AND BUY PUTS AND BUY $SQQQ TO HEDGE $TSLA $SQ $AAPL $FB $AMZN $GPRO $BTC $GBTC $TWTR,3/30/20 13:41
1.24E+18,Time To Ban Stock Repurchases $BA $GOOG $FB ,3/30/20 13:40
1.24E+18,"Another prescient call by our brilliant equity analysts. “Alphabet, Facebook Seen as Winners When Online Ads Rebound” Morgan Stanley $GOOGL $FB $TWTR",3/30/20 13:39
1.24E+18,$SPY $TSLA $FB $QQQ ,3/30/20 13:38
1.24E+18,NEW POST: Weekly Memorandum 3/30/20 $spy $qqq $dia $iwm $tsla $spce $goog $fb $amzn $btc $eth $mj $cgc $cron $gdx $gdxj $gld $sil $slv,3/30/20 13:36
1.24E+18,"$NYSI $QQQ $DIA $FB $GOOG $XLF $XLE $USD $IBB $NDX #ES_F $TSLA $BTC $VIX $IWM $RUT $XLF $XLU $GLD $GDX $SLV $XOP $PALL /ES strong support is 2495,first resistance is 2550.Upside target is 2700 and 2780.",3/30/20 13:31
1.24E+18,$MDCL $1.52 - Marijuana is RED HOT sector now - Online Market Place NEWS &amp; Earnings out TODAY! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG $DIS $IBM $MSFT $BIDU $VZ $ADBE $AMAT $ADSK $AVGO $BABA $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC $DVMT,3/30/20 13:27
1.24E+18,$FB UBS Maintains to Buy : PT $226.00 https://stockhoot.com/ExtSymbol.aspx?from=AnalystRatingTweet&amp;symbol=FB&amp;t=885&amp;Social=Twitter,3/30/20 13:25
1.24E+18,$FB ,3/30/20 13:21
1.24E+18,$FB Facebook is seeing weakness in its advertising business but an increase in its communication platforms. This is really a strong buy. It will dip on earnings and that’s the time to buy.,3/30/20 13:20
1.24E+18,EOP Option Trade of the Day - https://mailchi.mp/exactoptionpicks/eop-option-trade-of-the-day-uu41gptnhv-1342174 $BTC $MSFT $FB $NVDA $BYND $TWLO $BKNG $AMZN $GOOGL $BIDU $BABA $DIS $AAPL $GS $TSLA $NFLX $AMD $BA $CRM $LULU $ROKU,3/30/20 13:19
1.24E+18,فيسبوك $FB تتبرع ب 100$مليون للصحفيين و امازون $AMZN تقيس حرارة الموظفين بشكل يومي للكشف المبكر عن فيروس كورونا,3/30/20 13:17
1.24E+18,#Life can come at you #real #fast but sometimes you just need to #stop &amp; #take a #look #around you &amp; #see some of the #wonderful things that are going on. $MRK $CAKE $TBIO $MSFT $INO $AXP $CONE $FB $ACN $PG $FTSV $VAPO $HHC $QDEL $JNJ $ABT $RMD $GM $PPL $ABBV $MDT $SYK $CTXS $FDX,3/30/20 13:16
1.24E+18,$FB $GOOGL: Facebook commits $100 million to support news media hurt by the virus crisis: https://www.StockNewsWires.com/fb-googl-facebook-commits-100-million-to-support-news-media-hurt-by-the-virus-crisis/,3/30/20 13:16
1.24E+18,#BREAKING U.S. Crude Oil $WTI dips below $20 $GS $BAC $MS $JPM $C $WFC $BMO $RY $HSBC $CS $UBS $BCS $BX $PHK $BLK $USD $SPY $AAPL $QQQ $XLF $FB $MSFT $WMT $AMZN $HD $XOM $CVX $TRP $COP $BRK $TOT $XLE $RDS $OXY $BA $CAT $BP $DAL $LUV $AC $ALK $UAL $BRK #WallStreet #NYC #stocks,3/30/20 13:13
1.24E+18, Green morning on the US Stocks Pre-Market $AAL $AA $AAPL $AMZN $CSCO $DIS $FB $GOOG $INTC $JPM $KO $MCD $MSFT $NFLX $PFE $X,3/30/20 13:10
1.24E+18,"Campbell Brown, $FB head of news partnerships &amp; former CNN anchor, on its cash for newsrooms: “Advertising money is shrinking fast and even though news consumption is up, it is not making up for those losses, so we are trying to help bridge that gap.” ",3/30/20 13:09
